cruise	cruise_index	scaffold	scaffold_index	size	num_hits	percid
HOT226	3	VS53	48	22.706	522.114632411	93.7463684211
HOT226	3	VS52	49	22.818	494.634914916	92.6858888889
HOT232	7	VS71	37	19.786	30.186628529	89.9223333333
HOT231	6	VS64	6	21.063	44.9027834532	89.9376666667
HOT231	6	VS69	39	20.158	284.384295204	99.7632105263
HOT231	6	VS48	50	23.468	703.476940767	95.6488510638
HOT238	12	VS69	39	20.158	68.3953020703	94.386
HOT231	6	VS30	104	27.949	24337.3086316	92.196699262
HOT225	2	VS71	37	19.786	4392.39460033	91.7992745098
HOT225	2	VS72	5	19.667	2267.96845376	94.203556962
HOT225	2	VS73	77	19.655	861.253843202	89.9221666667
HOT225	2	VS74	88	19.487	9358.95842946	94.4850153374
HOT225	2	VS75	87	19.149	25923.7406804	94.7560287929
HOT225	2	VS76	67	19.088	516.752305921	94.9857222222
HOT225	2	VS77	36	18.956	2267.96845376	95.9774683544
HOT232	7	VS81	99	17.724	3481.52449035	92.9450693642
HOT232	7	VS80	75	18.052	50.3110475484	99.4736
HOT233	8	VS9	59	40.844	28.823125693	85.5045
HOT232	7	VS82	4	17.697	764.727922735	93.1189736842
HOT232	7	VS85	3	17.456	4417.30997475	97.2883234624
HOT232	7	VS86	98	17.364	2817.41866271	86.6617892857
HOT232	7	VS89	66	16.912	1952.06864488	97.5690257732
HOT233	8	VS2	64	68.964	28.823125693	100.0
HOT229	5	VS99	72	16.095	16.4726411915	77.576
HOT233	8	VS7	70	43.665	34270.696449	98.4537674516
HOT233	8	VS5	61	51.494	1902.32629574	98.2121060606
HOT233	8	VS4	62	54.391	19354.7289029	98.5873938943
HOT229	5	VS97	28	16.161	55710.4725096	98.9391812537
HOT226	3	VS20	56	32.169	714.472654878	87.9526538462
HOT226	3	VS21	94	32.028	27809.4741053	93.4560197628
HOT226	3	VS22	84	31.824	659.513219888	93.1279583333
HOT226	3	VS24	83	30.339	934.310394841	94.5932941176
HOT226	3	VS25	105	29.927	65704.0045313	95.3184504391
HOT226	3	VS26	55	29.251	1428.94530976	99.3387307692
HOT232	7	VS67	41	20.689	1479.14479792	89.4507006803
HOT232	7	VS63	7	21.131	50.3110475484	99.3814
HOT232	7	VS62	43	21.29	150.933142645	98.164
HOT232	7	VS61	90	21.296	11330.0479079	97.8965630551
HOT232	7	VS60	102	26.94	50854.4068619	93.8985514444
HOT229	5	VS90	97	16.9	1136.61224221	92.1321594203
HOT229	5	VS189	76	18.494	593.015082894	91.7835833333
HOT238	12	VS61	90	21.296	6736.93725393	97.459786802
HOT227	4	VS72	5	19.667	200.212592404	94.643
HOT238	12	VS25	105	29.927	69147.6503931	94.4645007418
HOT227	4	VS71	37	19.786	33.3687654007	97.872
HOT234	9	VS85	3	17.456	19287.9892352	98.3015006944
HOT227	4	VS77	36	18.956	533.900246412	92.722625
HOT227	4	VS74	88	19.487	1701.80703544	91.4540196078
HOT227	4	VS75	87	19.149	7174.28456116	91.0336744186
HOT227	4	VS79	86	18.396	4538.1520945	91.3885
HOT237	11	VS47	93	23.51	5831.73599688	98.2125949119
HOT238	12	VS60	102	26.94	128925.144403	93.3366765252
HOT238	12	VS20	56	32.169	205.185906211	88.0238333333
HOT237	11	VS39	80	25.02	239.660383433	91.9837142857
HOT237	11	VS38	54	25.81	10214.0972939	98.2685340782
HOT237	11	VS31	103	27.846	51800.8800192	94.4570273188
HOT238	12	VS28	15	28.336	102.592953105	100.0
HOT224	1	VS48	50	23.468	9088.9580257	92.2798122924
HOT224	1	VS49	92	23.37	10825.2207715	93.9710153417
HOT231	6	VS15	19	34.769	149.675944844	94.8682
HOT231	6	VS14	69	35.649	2634.29662925	95.8545681818
HOT231	6	VS16	68	34.431	733.412129736	98.4608979592
HOT231	6	VS11	58	39.219	1960.75487746	94.2301145038
HOT231	6	VS10	96	39.744	54961.0069467	93.9898011983
HOT231	6	VS13	57	35.89	17272.604035	92.8363596187
HOT231	6	VS19	17	33.814	1930.81968849	99.104255814
HOT229	5	VS28	15	28.336	625.960365277	97.5911052632
HOT237	11	VS43	78	24.068	559.207561344	91.9031836735
HOT224	1	VS42	52	24.121	3442.32961771	95.0000131579
HOT238	12	VS38	54	25.81	10190.9000085	98.1049513423
HOT231	6	VS47	93	23.51	7558.63521462	97.1280930693
HOT238	12	VS33	101	26.389	20005.6258556	95.9753991453
HOT238	12	VS30	104	27.949	33855.6745248	92.6768671717
HOT238	12	VS31	103	27.846	111740.824757	94.9789975516
HOT238	12	VS65	89	20.961	18808.7080693	91.1315236364
HOT225	2	VS99	72	16.095	1090.92153472	94.4045263158
HOT238	12	VS66	42	20.808	34.1976510352	96.97
HOT237	11	VS96	2	16.237	45.6495968444	94.5005
HOT236	10	VS107	21	15.344	148.968795171	98.407
HOT236	10	VS106	22	15.427	409.664186721	94.9328636364
HOT236	10	VS105	23	15.809	1657.27784628	89.7865505618
HOT226	3	VS8	60	41.205	1346.50615727	91.7352244898
HOT236	10	VS101	25	16.015	204.832093361	92.6538181818
HOT226	3	VS5	61	51.494	15883.2767123	98.9118719723
HOT226	3	VS4	62	54.391	71694.5829453	98.9844262169
HOT226	3	VS7	70	43.665	92771.5262642	98.5244997038
HOT226	3	VS3	63	57.845	194061.764952	98.863777117
HOT236	10	VS108	20	15.11	484.148584307	95.9882307692
HOT237	11	VS100	26	16.054	22.8247984222	78.351
HOT237	11	VS105	23	15.809	559.207561344	88.0922040816
HOT225	2	VS69	39	20.158	1550.25691776	95.7076296296
HOT225	2	VS63	7	21.131	315.793075841	94.266
HOT225	2	VS62	43	21.29	8899.62304642	97.8469580645
HOT225	2	VS61	90	21.296	12057.5538048	94.483002381
HOT225	2	VS60	102	26.94	167973.207886	93.0573835242
HOT225	2	VS67	41	20.689	5282.35690497	90.1115054348
HOT225	2	VS66	42	20.808	746.419997442	91.6935384615
HOT225	2	VS65	89	20.961	36832.9560276	94.3642353858
HOT233	8	VS104	24	15.868	807.047519405	94.1820357143
HOT233	8	VS105	23	15.809	1167.33659057	90.7179259259
HOT233	8	VS106	22	15.427	461.170011088	95.7615625
HOT233	8	VS100	26	16.054	28.823125693	98.198
HOT236	10	VS31	103	27.846	94855.8803253	93.7498078131
HOT233	8	VS103	1	15.9	6658.14203509	90.5141709957
HOT234	9	VS27	16	29.202	26.7888739377	100.0
HOT233	8	VS108	20	15.11	172.938754158	95.53725
HOT224	1	VS33	101	26.389	54080.8100466	95.6421797878
HOT232	7	VS103	1	15.9	7737.83911294	90.7800520156
HOT232	7	VS101	25	16.015	80.4976760774	89.823625
HOT232	7	VS107	21	15.344	10.0622095097	77.982
HOT232	7	VS106	22	15.427	201.244190193	97.0404
HOT232	7	VS105	23	15.809	744.603503716	90.0652567568
HOT232	7	VS104	24	15.868	523.234894503	93.1229038462
HOT225	2	VS102	71	15.97	1378.00614912	99.8713125
HOT226	3	VS33	101	26.389	21544.0985163	93.5553278061
HOT226	3	VS32	14	26.81	714.472654878	93.4176153846
HOT226	3	VS30	104	27.949	35503.7950039	91.9135835913
HOT226	3	VS37	81	25.828	2060.97881215	92.73176
HOT226	3	VS35	12	26.017	522.114632411	98.5106842105
HOT226	3	VS34	13	26.379	247.317457458	100.0
HOT232	7	VS52	49	22.818	573.545942051	94.1887017544
HOT226	3	VS38	54	25.81	44269.824885	99.2399875854
HOT232	7	VS56	45	22.492	684.230246658	95.8176911765
HOT232	7	VS57	44	22.358	251.555237742	99.2356
HOT232	7	VS54	47	22.665	301.86628529	88.8056
HOT231	6	VS45	51	23.869	19996.7062312	96.9245052395
HOT238	12	VS67	41	20.689	2667.41678074	88.7688782051
HOT226	3	VS107	21	15.344	10414.8129307	99.2886754617
HOT224	1	VS44	65	23.999	2838.41214092	94.0396489362
HOT234	9	VS26	55	29.251	7045.47384562	98.8303079848
HOT238	12	VS79	86	18.396	2376.73674694	89.8092014388
HOT234	9	VS95	85	16.245	20198.810949	93.8016080902
HOT233	8	VS3	63	57.845	9122.51928184	94.4340126382
HOT231	6	VS101	25	16.015	29.9351889688	96.1865
HOT237	11	VS26	55	29.251	559.207561344	98.7195102041
HOT238	12	VS74	88	19.487	1880.87080693	94.8192363636
HOT237	11	VS24	83	30.339	22.8247984222	100.0
HOT231	6	VS60	102	26.94	93218.1784488	93.6040170199
HOT231	6	VS61	90	21.296	10866.4735957	98.0612933884
HOT231	6	VS62	43	21.29	568.768590407	97.9988684211
HOT237	11	VS25	105	29.927	31669.4078108	94.4360165766
HOT231	6	VS66	42	20.808	194.578728297	89.2022307692
HOT231	6	VS67	41	20.689	1721.27336571	90.5246521739
HOT227	4	VS69	39	20.158	100.106296202	100.0
HOT227	4	VS65	89	20.961	17418.4955392	92.3238390805
HOT227	4	VS64	6	21.063	133.475061603	100.0
HOT227	4	VS67	41	20.689	4070.98937889	88.9289754098
HOT237	11	VS21	94	32.028	2248.24264459	92.6772538071
HOT227	4	VS61	90	21.296	3203.40147847	95.7887916667
HOT227	4	VS60	102	26.94	200346.067466	93.7979965023
HOT227	4	VS62	43	21.29	400.425184809	99.4275833333
HOT234	9	VS96	2	16.237	2022.5599823	95.9460463576
HOT229	5	VS96	2	16.237	3261.58295592	94.1918636364
HOT229	5	VS94	29	16.502	3014.49333804	95.6110218579
HOT229	5	VS95	85	16.245	21875.6675023	89.4222176205
HOT229	5	VS92	74	16.745	1466.06506604	89.3562696629
HOT238	12	VS21	94	32.028	5830.6995015	92.9204017595
HOT238	12	VS29	82	28.0	273.581208281	89.5138125
HOT231	6	VS92	74	16.745	793.282507673	91.1808301887
HOT238	12	VS94	29	16.502	1880.87080693	99.2253363636
HOT234	9	VS20	56	32.169	1192.10489023	88.897258427
HOT238	12	VS97	28	16.161	54579.4510521	98.9251159148
HOT238	12	VS92	74	16.745	359.075335869	91.0536190476
HOT233	8	VS86	98	17.364	14699.7941034	95.3542715686
HOT238	12	VS93	73	16.542	8156.13977189	97.8080083857
HOT231	6	VS108	20	15.11	149.675944844	93.6323
HOT234	9	VS90	97	16.9	1473.38806657	93.7817
HOT234	9	VS92	74	16.745	522.383041786	90.1358205128
HOT234	9	VS93	73	16.542	7099.0515935	96.7319773585
HOT234	9	VS99	72	16.095	1178.71045326	93.8224090909
HOT227	4	VS101	25	16.015	266.950123206	92.015375
HOT227	4	VS100	26	16.054	100.106296202	93.617
HOT227	4	VS103	1	15.9	11145.1676438	91.7730329341
HOT227	4	VG1	107	164.235	125933.720622	94.889645734
HOT227	4	VS105	23	15.809	1434.85691223	88.9688604651
HOT227	4	VS104	24	15.868	1101.16925822	91.1714545455
HOT227	4	VS107	21	15.344	533.900246412	99.322375
HOT227	4	VS106	22	15.427	266.950123206	97.284
HOT227	4	VS108	20	15.11	1935.38839324	96.0384137931
HOT231	6	VS99	72	16.095	44.9027834532	98.246
HOT226	3	VS74	88	19.487	8298.87468358	94.9920165563
HOT224	1	VS88	31	17.085	724.700972149	92.4837291667
HOT224	1	VS89	66	16.912	11172.4733206	99.0018148649
HOT224	1	VS80	75	18.052	1675.87099809	94.2065675676
HOT224	1	VS81	99	17.724	33758.9869526	93.866734347
HOT224	1	VS84	33	17.492	558.623666031	96.8592162162
HOT224	1	VS85	3	17.456	19597.1221219	98.6140909091
HOT224	1	VS86	98	17.364	21892.0085337	94.1375717241
HOT234	9	VS60	102	26.94	167175.967808	93.7711555965
HOT225	2	VS56	45	22.492	11741.760729	94.7029486553
HOT225	2	VS57	44	22.358	1779.92460928	95.9278548387
HOT225	2	VS52	49	22.818	1722.5076864	95.7638833333
HOT225	2	VS53	48	22.706	57.4169228801	95.098
HOT225	2	VS50	91	23.177	34507.5706509	95.8292886855
HOT225	2	VS51	9	22.88	602.877690241	95.3744285714
HOT225	2	VS58	100	21.89	58680.0951835	93.9206912916
HOT224	1	VS13	57	35.89	41292.8574756	92.8798928702
HOT236	10	VS24	83	30.339	1415.20355413	92.3124736842
HOT236	10	VS23	106	30.926	11694.0504209	92.3764872611
HOT236	10	VS22	84	31.824	335.179789135	90.4536111111
HOT236	10	VS21	94	32.028	13835.4768515	92.9386783311
HOT238	12	VS17	95	34.077	205.185906211	98.3729166667
HOT224	1	VS15	19	34.769	920.974152106	95.0278688525
HOT234	9	VS106	22	15.427	1098.34383145	94.0293414634
HOT232	7	VS45	51	23.869	17649.11548	97.0318358039
HOT232	7	VS47	93	23.51	10283.5781189	98.5609598826
HOT232	7	VS43	78	24.068	654.043618129	94.0716615385
HOT232	7	VS42	52	24.121	221.368609213	96.4503636364
HOT232	7	VS49	92	23.37	2103.00178752	93.914708134
HOT232	7	VS48	50	23.468	70.4354665677	92.0138571429
HOT225	2	VS3	63	57.845	44411.9898478	96.957561086
HOT225	2	VS5	61	51.494	3502.43229569	96.3499262295
HOT225	2	VS7	70	43.665	75331.0028187	98.3636520579
HOT225	2	VS8	60	41.205	1952.17537792	93.6769705882
HOT238	12	VS10	96	39.744	55844.7641404	93.8991696265
HOT236	10	VS11	58	39.219	3035.23920162	93.7312883436
HOT224	1	VS82	4	17.697	3351.74199619	97.7596531532
HOT236	10	VS42	52	24.121	484.148584307	94.6979230769
HOT238	12	VS44	65	23.999	701.051846221	90.1176097561
HOT231	6	VS73	77	19.655	508.89821247	89.1613823529
HOT231	6	VS72	5	19.667	718.444535251	95.5906875
HOT231	6	VS71	37	19.786	59.8703779376	93.65275
HOT231	6	VS76	67	19.088	44.9027834532	92.4923333333
HOT231	6	VS75	87	19.149	6705.48232901	91.4459977679
HOT231	6	VS79	86	18.396	2454.68549544	91.2906768293
HOT225	2	VS54	47	22.665	3846.93383297	96.8008731343
HOT227	4	VS19	17	33.814	133.475061603	98.656
HOT227	4	VS10	96	39.744	86058.0459685	94.1806122528
HOT227	4	VS11	58	39.219	3436.98283627	95.3866990291
HOT238	12	VS24	83	30.339	769.447148291	90.9963777778
HOT227	4	VS13	57	35.89	17852.2894894	92.3595121495
HOT227	4	VS14	69	35.649	5806.16517973	95.1792298851
HOT227	4	VS15	19	34.769	1835.28209704	93.9007454545
HOT227	4	VS16	68	34.431	367.056419408	95.9811818182
HOT227	4	VS17	95	34.077	266.950123206	98.611
HOT229	5	VS89	66	16.912	3409.83672664	95.3737198068
HOT229	5	VS88	31	17.085	115.30848834	87.1734285714
HOT229	5	VS81	99	17.724	23177.0061564	92.3066325515
HOT229	5	VS85	3	17.456	11250.8139338	98.250715959
HOT229	5	VS84	33	17.492	988.35847149	98.1814833333
HOT238	12	VS189	76	18.494	34.1976510352	82.474
HOT238	12	VS52	49	22.818	222.284731729	91.1653846154
HOT238	12	VS56	45	22.492	341.976510352	94.8987
HOT236	10	VS26	55	29.251	242.074292153	95.9577692308
HOT236	10	VS20	56	32.169	558.632981892	87.656
HOT234	9	VS97	28	16.161	8250.97317282	98.7665730519
HOT234	9	VS82	4	17.697	1714.48793201	95.624390625
HOT234	9	VS80	75	18.052	870.638402976	96.8398153846
HOT236	10	VS29	82	28.0	558.632981892	86.7118666667
HOT234	9	VS84	33	17.492	214.310991502	99.337875
HOT234	9	VS89	66	16.912	7701.80125709	98.8482347826
HOT236	10	VS28	15	28.336	744.843975856	99.876575
HOT234	9	VS101	25	16.015	776.877344194	94.3133793103
HOT234	9	VS100	26	16.054	709.90515935	97.8798679245
HOT234	9	VS103	1	15.9	12389.8541962	89.8855135135
HOT234	9	VS105	23	15.809	4621.08075426	92.9769188406
HOT229	5	VS42	52	24.121	1680.20940153	91.5802745098
HOT237	11	VS84	33	17.492	34.2371976333	100.0
HOT234	9	VS44	65	23.999	4085.3032755	91.6554360656
HOT224	1	VS90	97	16.9	2928.99976243	93.7079226804
HOT224	1	VS97	28	16.161	22722.3950642	98.768641196
HOT225	2	VS41	79	24.277	631.586151681	95.1581363636
HOT225	2	VS43	78	24.068	4823.02152193	92.6248869048
HOT225	2	VS42	52	24.121	4134.01844737	94.3142569444
HOT225	2	VS44	65	23.999	2526.34460673	93.72475
HOT225	2	VS47	93	23.51	12114.9707277	95.090049763
HOT225	2	VS49	92	23.37	14957.1084103	96.6618560461
HOT225	2	VS48	50	23.468	8440.28766338	92.5220442177
HOT236	10	VS13	57	35.89	36776.6713079	93.82156
HOT236	10	VS10	96	39.744	38787.7500427	91.2620643303
HOT236	10	VS16	68	34.431	595.875180685	92.06878125
HOT236	10	VS17	95	34.077	93.1054969821	100.0
HOT236	10	VS14	69	35.649	6424.27929176	97.2980811594
HOT236	10	VS19	17	33.814	540.011882496	99.8626551724
HOT236	10	VS25	105	29.927	36515.9759164	94.430954105
HOT233	8	VS189	76	18.494	28.823125693	93.548
HOT238	12	VS13	57	35.89	44679.2310774	93.7438109453
HOT233	8	VS45	51	23.869	5678.15576153	95.970248731
HOT232	7	VS30	104	27.949	12819.2549153	92.2958241758
HOT232	7	VS31	103	27.846	59457.5959926	94.5852078186
HOT232	7	VS33	101	26.389	5755.58383953	92.4267867133
HOT232	7	VS35	12	26.017	261.617447251	91.9295
HOT232	7	VS37	81	25.828	352.177332839	92.8277428571
HOT232	7	VS38	54	25.81	1529.45584547	97.5857039474
HOT232	7	VS39	80	25.02	1066.59420803	93.4306603774
HOT234	9	VS61	90	21.296	20814.9550496	97.2132940798
HOT227	4	VS189	76	18.494	133.475061603	95.94475
HOT226	3	VS19	17	33.814	522.114632411	99.8583684211
HOT226	3	VS11	58	39.219	9700.34027585	93.3301926346
HOT226	3	VS10	96	39.744	66390.9974687	92.0414917219
HOT226	3	VS13	57	35.89	41604.2922879	93.5066955086
HOT226	3	VS15	19	34.769	5138.70717162	98.9316631016
HOT226	3	VS14	69	35.649	18438.8904394	98.0915931446
HOT226	3	VS17	95	34.077	329.756609944	98.0678333333
HOT226	3	VS16	68	34.431	2693.01231454	97.1069693878
HOT232	7	VS44	65	23.999	1428.83375037	91.1790140845
HOT231	6	VS53	48	22.706	134.70835036	90.4056666667
HOT231	6	VS49	92	23.37	3128.22724724	93.997062201
HOT231	6	VS46	10	23.707	59.8703779376	92.9245
HOT231	6	VS44	65	23.999	1766.17614916	92.3211101695
HOT227	4	VS4	62	54.391	32200.8586117	99.0292487047
HOT231	6	VS42	52	24.121	987.86123597	94.8211818182
HOT237	11	VS30	104	27.949	16114.3076861	91.7049688385
HOT236	10	VS189	76	18.494	18.6210993964	90.789
HOT229	5	VS74	88	19.487	3014.49333804	89.6955355191
HOT229	5	VS75	87	19.149	10723.6894157	87.21853149
HOT229	5	VS76	67	19.088	230.616976681	89.4767142857
HOT229	5	VS77	36	18.956	675.378288851	90.3247317073
HOT233	8	VG1	107	164.235	266945.378606	97.1577912325
HOT229	5	VS72	5	19.667	642.433006468	92.7721538462
HOT229	5	VS78	35	18.738	230.616976681	96.9816428571
HOT229	5	VS79	86	18.396	5963.09611132	88.3345414365
HOT229	5	VG1	107	164.235	128091.257905	92.2983413066
HOT238	12	VS42	52	24.121	341.976510352	91.4263
HOT238	12	VS47	93	23.51	15388.9429658	98.4975611111
HOT238	12	VS45	51	23.869	17509.19733	97.3122666016
HOT238	12	VS49	92	23.37	3864.33456697	94.9051238938
HOT231	6	VG1	107	164.235	75481.5789848	95.0268586159
HOT224	1	VG1	107	164.235	263081.550827	95.6069617217
HOT225	2	VS9	59	40.844	57.4169228801	87.9
HOT229	5	VS66	42	20.808	1004.83111268	86.8937213115
HOT233	8	VS101	25	16.015	158.527191312	95.5663636364
HOT233	8	VS19	17	33.814	1556.44878742	99.6025833333
HOT233	8	VS16	68	34.431	2449.96568391	98.5939176471
HOT233	8	VS15	19	34.769	1599.68347596	94.3120630631
HOT233	8	VS14	69	35.649	5534.04013306	98.2237317708
HOT233	8	VS13	57	35.89	5706.97888722	94.199540404
HOT233	8	VS11	58	39.219	1700.56441589	95.2312033898
HOT233	8	VS10	96	39.744	54576.5884997	94.036513071
HOT238	12	VS23	106	30.926	20706.6777018	94.3158290669
HOT226	3	VS31	103	27.846	120168.804607	92.5993978962
HOT224	1	VS45	51	23.869	30648.8119471	96.7209714286
HOT224	1	VS46	10	23.707	30.1958738395	99.1415
HOT224	1	VS47	93	23.51	14871.467866	96.2777827411
HOT224	1	VS41	79	24.277	558.623666031	94.2211891892
HOT224	1	VS43	78	24.068	4544.47901285	92.7448106312
HOT238	12	VS76	67	19.088	68.3953020703	91.63475
HOT225	2	VS92	74	16.745	1119.62999616	90.3664102564
HOT225	2	VS93	73	16.542	21560.0545415	98.1073635153
HOT225	2	VS90	97	16.9	3588.55768001	95.070576
HOT234	9	VS76	67	19.088	281.283176346	94.3409047619
HOT225	2	VS96	2	16.237	4765.60459905	96.0783192771
HOT225	2	VS97	28	16.161	7866.11843458	99.0080218978
HOT225	2	VS94	29	16.502	5023.98075201	96.7294514286
HOT225	2	VS95	85	16.245	49493.3875227	94.1841357309
HOT237	11	VS4	62	54.391	4987.21845526	98.129020595
HOT238	12	VS72	5	19.667	735.249497256	93.6994883721
HOT238	12	VS22	84	31.824	119.691778623	90.1312857143
HOT232	7	VS23	106	30.926	7435.97282765	93.4323545332
HOT232	7	VS22	84	31.824	50.3110475484	99.029
HOT232	7	VS21	94	32.028	7526.53271323	92.7710227273
HOT232	7	VS20	56	32.169	231.430818722	88.9154782609
HOT232	7	VS26	55	29.251	684.230246658	99.6079411765
HOT232	7	VS25	105	29.927	27218.2767237	95.6743807763
HOT232	7	VS24	83	30.339	90.559885587	96.5077777778
HOT232	7	VS29	82	28.0	140.870933135	87.4155
HOT232	7	VS28	15	28.336	442.737218426	99.8972045455
HOT225	2	VS4	62	54.391	27387.8722138	98.5654706499
HOT237	11	VS61	90	21.296	3823.15373572	97.9296626866
HOT224	1	VS76	67	19.088	362.350486074	96.5799583333
HOT224	1	VS53	48	22.706	558.623666031	90.2087027027
HOT231	6	VS23	106	30.926	12842.1960676	93.4861585082
HOT237	11	VS35	12	26.017	68.4743952667	92.1965
HOT238	12	VS57	44	22.358	68.3953020703	98.22275
HOT236	10	VS33	101	26.389	9664.35058674	92.7875915222
HOT231	6	VS59	8	21.604	29.9351889688	98.231
HOT231	6	VS58	100	21.89	34500.3052865	93.4120850325
HOT231	6	VS51	9	22.88	164.643539328	93.3791818182
HOT231	6	VS50	91	23.177	12438.0710165	93.8671624549
HOT231	6	VS54	47	22.665	793.282507673	93.8131132075
HOT231	6	VS57	44	22.358	224.513917266	96.9185333333
HOT231	6	VS56	45	22.492	1990.69006643	94.6247819549
HOT227	4	VS37	81	25.828	467.16271561	91.6630714286
HOT227	4	VS35	12	26.017	900.95666582	90.3494814815
HOT227	4	VS32	14	26.81	667.375308015	94.6623
HOT227	4	VS33	101	26.389	28630.4007138	95.6276818182
HOT227	4	VS30	104	27.949	43913.2952674	91.9596641337
HOT227	4	VS31	103	27.846	109549.656811	93.2602211392
HOT227	4	VS38	54	25.81	14281.8315915	98.6940233645
HOT227	4	VS39	80	25.02	900.95666582	91.0784814815
HOT229	5	VS67	41	20.689	4233.46878621	88.4890350195
HOT229	5	VS65	89	20.961	35004.3625319	89.2622550588
HOT229	5	VS64	6	21.063	148.253770723	87.7122222222
HOT229	5	VS62	43	21.29	625.960365277	97.2246842105
HOT229	5	VS60	102	26.94	195975.012255	91.5167552324
HOT237	11	VS7	70	43.665	17700.6311764	98.1300444874
HOT238	12	VS77	36	18.956	188.087080693	95.0839090909
HOT237	11	VS5	61	51.494	125.536391322	95.4201818182
HOT237	11	VS3	63	57.845	2590.61462092	93.2015859031
HOT238	12	VS73	77	19.655	307.778859316	89.2601666667
HOT236	10	VS39	80	25.02	782.086174649	89.8007619048
HOT234	9	VS30	104	27.949	47161.8125674	92.9640431696
HOT225	2	VS79	86	18.396	9789.58535106	91.6220498534
HOT225	2	VS70	38	20.074	19005.0014733	98.8538821752
HOT233	8	VS28	15	28.336	1628.50660166	99.5667433628
HOT233	8	VS29	82	28.0	446.758448242	91.6520967742
HOT233	8	VS22	84	31.824	172.938754158	91.9845
HOT233	8	VS23	106	30.926	28261.074742	95.6271866395
HOT233	8	VS20	56	32.169	187.350317005	89.9372307692
HOT233	8	VS21	94	32.028	5418.74763029	93.0588005319
HOT233	8	VS26	55	29.251	1556.44878742	99.0605648148
HOT233	8	VS24	83	30.339	273.819694084	95.8772631579
HOT233	8	VS25	105	29.927	132730.493816	96.432367101
HOT229	5	VS53	48	22.706	148.253770723	90.5816666667
HOT232	7	VS108	20	15.11	332.052913819	95.0026969697
HOT229	5	VS4	62	54.391	64358.6091352	98.6802986947
HOT224	1	VS59	8	21.604	105.685558438	96.4417142857
HOT224	1	VS57	44	22.358	2959.19563627	95.9811173469
HOT224	1	VS56	45	22.492	10900.7104561	94.3513060942
HOT224	1	VS52	49	22.818	2038.22148417	94.2495037037
HOT224	1	VS51	9	22.88	241.566990716	91.6781875
HOT224	1	VS50	91	23.177	32279.3891345	94.6617511693
HOT225	2	VS85	3	17.456	33617.6083463	98.6863689155
HOT225	2	VS84	33	17.492	488.043844481	96.1273529412
HOT225	2	VS86	98	17.364	9416.37535234	89.9121890244
HOT225	2	VS81	99	17.724	18947.5845504	93.3254833333
HOT225	2	VS80	75	18.052	1722.5076864	94.3006166667
HOT225	2	VS82	4	17.697	8870.91458498	98.1473462783
HOT225	2	VS88	31	17.085	86.1253843202	91.433
HOT231	6	VS189	76	18.494	179.611133813	90.0575833333
HOT234	9	VS7	70	43.665	111870.337564	98.5172801724
HOT238	12	VS26	55	29.251	478.767114492	97.0144642857
HOT236	10	VS72	5	19.667	297.937590343	91.126375
HOT236	10	VS73	77	19.655	204.832093361	90.7662727273
HOT236	10	VS74	88	19.487	2290.39522576	93.1191219512
HOT236	10	VS75	87	19.149	6089.09950263	89.5623027523
HOT236	10	VS77	36	18.956	558.632981892	93.0857666667
HOT233	8	VS8	60	41.205	302.642819777	94.9455238095
HOT232	7	VS19	17	33.814	221.368609213	99.79
HOT232	7	VS16	68	34.431	533.297104013	98.1508113208
HOT232	7	VS17	95	34.077	110.684304606	98.4847272727
HOT232	7	VS14	69	35.649	4226.12799406	97.7087547619
HOT232	7	VS13	57	35.89	13100.9967816	92.6649892473
HOT232	7	VS10	96	39.744	21301.697532	91.4441658007
HOT232	7	VS11	58	39.219	2002.37969242	94.1841507538
HOT237	11	VS88	31	17.085	22.8247984222	91.667
HOT227	4	VS7	70	43.665	30665.8954033	99.1683329706
HOT227	4	VS5	61	51.494	1401.48814683	97.5045
HOT227	4	VS3	63	57.845	71142.2078344	95.5950895872
HOT237	11	VS82	4	17.697	1312.42590928	93.0409391304
HOT237	11	VS85	3	17.456	3663.38014677	94.6838535826
HOT227	4	VS8	60	41.205	333.687654007	86.1875
HOT236	10	VS53	48	22.706	37.2421987928	92.453
HOT234	9	VS4	62	54.391	116290.501764	98.5637933656
HOT234	9	VS3	63	57.845	125197.802348	97.018496095
HOT234	9	VS9	59	40.844	53.5777478754	93.0235
HOT227	4	VS21	94	32.028	6840.59690715	91.6540536585
HOT227	4	VS20	56	32.169	100.106296202	84.058
HOT227	4	VS23	106	30.926	23191.2919535	93.2310273381
HOT227	4	VS22	84	31.824	33.3687654007	85.437
HOT227	4	VS25	105	29.927	107981.324837	95.3939629172
HOT227	4	VS26	55	29.251	667.375308015	99.5806
HOT227	4	VS29	82	28.0	900.95666582	83.8142592593
HOT229	5	VS52	49	22.818	1087.19431864	88.8332575758
HOT229	5	VS50	91	23.177	24330.0910398	92.5616106974
HOT229	5	VS51	9	22.88	181.199053106	92.0803636364
HOT229	5	VS54	47	22.665	1531.95563081	87.6027096774
HOT229	5	VS58	100	21.89	77190.7966234	90.9084590269
HOT229	5	VS59	8	21.604	32.945282383	90.9075
HOT224	1	VS100	26	16.054	90.5876215186	94.7786666667
HOT224	1	VS101	25	16.015	2778.02039324	96.2179836957
HOT226	3	VS23	106	30.926	16762.6276721	93.4066655738
HOT224	1	VS105	23	15.809	3230.95850083	88.2402897196
