cruise	cruise_index	scaffold	scaffold_index	size	num_hits	percid
HOT225	2	VS18	18	34.068	4823.02152193	75.8974464286
HOT225	2	VS19	17	33.814	1952.17537792	100.0
HOT238	12	VS18	18	34.068	2479.32970005	74.9402068966
HOT238	12	VS19	17	33.814	119.691778623	100.0
HOT238	12	VS15	19	34.769	735.249497256	86.7340465116
HOT238	12	VS16	68	34.431	4992.85705113	90.300739726
HOT238	12	VS17	95	34.077	547.162416563	85.3111875
HOT238	12	VS11	58	39.219	1470.49899451	92.3722674419
HOT238	12	VS13	57	35.89	35343.2723448	97.5079506531
HOT227	4	VS47	93	23.51	3370.24530547	97.9467029703
HOT227	4	VS45	51	23.869	18286.0834396	100.0
HOT227	4	VS44	65	23.999	3637.19542868	92.3068807339
HOT227	4	VS43	78	24.068	1101.16925822	93.2053030303
HOT227	4	VS42	52	24.121	4137.72690969	88.5463790323
HOT227	4	VS41	79	24.277	5172.15863711	97.8424258065
HOT227	4	VS40	53	24.419	367.056419408	75.4207272727
HOT227	4	VS49	92	23.37	2836.34505906	97.9959176471
HOT227	4	VS48	50	23.468	433.793950209	81.6056153846
HOT234	9	VG1	107	164.235	165407.902128	99.6921135315
HOT227	4	VS67	41	20.689	4604.8896253	93.0266884058
HOT225	2	VS78	35	18.738	430.626921601	95.8706
HOT225	2	VS70	38	20.074	13004.9330323	100.0
HOT225	2	VS71	37	19.786	4392.39460033	98.0643464052
HOT225	2	VS72	5	19.667	2526.34460673	94.8007159091
HOT225	2	VS73	77	19.655	2612.46999105	92.857956044
HOT225	2	VS74	88	19.487	6114.90228673	98.3941784038
HOT225	2	VS75	87	19.149	13177.183801	100.0
HOT225	2	VS76	67	19.088	1808.63307072	94.7823174603
HOT225	2	VS77	36	18.956	2124.42614656	95.7258918919
HOT232	7	VS69	39	20.158	281.741866271	100.0
HOT232	7	VS68	40	20.46	231.430818722	91.0423913043
HOT232	7	VS67	41	20.689	2545.73900595	91.6078537549
HOT232	7	VS66	42	20.808	855.287808322	88.9995294118
HOT232	7	VS65	89	20.961	22146.9231308	96.830644707
HOT232	7	VS64	6	21.063	30.186628529	80.2083333333
HOT232	7	VS63	7	21.131	70.4354665677	95.6858571429
HOT232	7	VS62	43	21.29	362.239542348	93.4389444444
HOT232	7	VS61	90	21.296	8240.94958842	100.0
HOT232	7	VS60	102	26.94	65525.108327	94.231841984
HOT238	12	VS25	105	29.927	53775.8062528	97.8771316375
HOT238	12	VS38	54	25.81	8258.73272499	99.6683229814
HOT238	12	VS39	80	25.02	1470.49899451	92.8075465116
HOT238	12	VS33	101	26.389	32590.3614365	93.7492801679
HOT238	12	VS31	103	27.846	112065.702442	97.2415360085
HOT238	12	VS37	81	25.828	906.237752432	84.8312075472
HOT238	12	VS34	13	26.379	615.557718633	77.0123611111
HOT238	12	VS35	12	26.017	718.150671738	92.3131666667
HOT237	11	VS94	29	16.502	353.784375544	99.1793870968
HOT237	11	VS189	76	18.494	125.536391322	85.3811818182
HOT227	4	VS69	39	20.158	367.056419408	93.36
HOT227	4	VS68	40	20.46	233.581357805	91.9604285714
HOT227	4	VS65	89	20.961	20488.421956	97.1816840391
HOT227	4	VS64	6	21.063	133.475061603	100.0
HOT227	4	VS66	42	20.808	767.481604217	88.5186521739
HOT227	4	VS61	90	21.296	1701.80703544	100.0
HOT227	4	VS60	102	26.94	161171.136886	97.2780221532
HOT227	4	VS63	7	21.131	66.7375308015	77.273
HOT227	4	VS62	43	21.29	767.481604217	94.871
HOT234	9	VS98	27	16.154	133.944369689	74.0791
HOT234	9	VS90	97	16.9	790.271781163	97.6036271186
HOT234	9	VS91	30	16.88	120.54993272	81.3944444444
HOT234	9	VS92	74	16.745	857.243966007	94.252109375
HOT234	9	VS93	73	16.542	3763.83678825	100.0
HOT234	9	VS94	29	16.502	6094.46882083	100.0
HOT234	9	VS95	85	16.245	15832.2244972	98.3265854484
HOT234	9	VS96	2	16.237	2384.20978046	97.9491123596
HOT234	9	VS97	28	16.161	5531.90246814	100.0
HOT234	9	VS99	72	16.095	2919.98725921	91.4836880734
HOT224	1	VS88	31	17.085	29048.4306336	89.501970894
HOT224	1	VS89	66	16.912	14795.9781814	96.0857744898
HOT224	1	VS80	75	18.052	2143.90704261	96.9370915493
HOT224	1	VS81	99	17.724	29244.7038136	96.3115513681
HOT224	1	VS82	4	17.697	1766.45861961	100.0
HOT224	1	VS84	33	17.492	1796.65449345	91.9021848739
HOT224	1	VS85	3	17.456	13618.3391016	100.0
HOT224	1	VS86	98	17.364	35525.4455722	93.5039298768
HOT224	1	VS87	32	17.269	301.958738395	83.8656
HOT225	2	VS56	45	22.492	11770.4691904	96.6923292683
HOT225	2	VS57	44	22.358	1693.79922496	97.442
HOT225	2	VS54	47	22.665	2612.46999105	99.8857252747
HOT225	2	VS52	49	22.818	5454.60767361	96.3684315789
HOT225	2	VS53	48	22.706	2641.17845249	83.6302608696
HOT225	2	VS50	91	23.177	24172.5245325	99.5134346793
HOT225	2	VS51	9	22.88	2153.134608	93.3429333333
HOT225	2	VS58	100	21.89	35856.8683386	99.0889559648
HOT225	2	VS59	8	21.604	430.626921601	90.2494666667
HOT232	7	VS45	51	23.869	8824.55773998	100.0
HOT232	7	VS44	65	23.999	7516.47050372	89.1212838019
HOT232	7	VS46	10	23.707	110.684304606	73.1229090909
HOT232	7	VS41	79	24.277	1408.70933135	91.1426928571
HOT232	7	VS40	53	24.419	140.870933135	70.2696428571
HOT232	7	VS43	78	24.068	1016.28316048	93.0071683168
HOT232	7	VS42	52	24.121	1106.84304606	89.4002818182
HOT232	7	VS49	92	23.37	2726.85877712	96.505498155
HOT232	7	VS48	50	23.468	392.426170877	85.3477179487
HOT225	2	VS55	46	22.624	86.1253843202	67.7193333333
HOT238	12	VS50	91	23.177	6446.25722013	98.8592519894
HOT238	12	VS52	49	22.818	1726.98137728	95.5851089109
HOT238	12	VS53	48	22.706	2154.45201522	79.6822857143
HOT238	12	VS54	47	22.665	564.26124208	91.8818787879
HOT238	12	VS55	46	22.624	85.4941275879	69.5178
HOT238	12	VS56	45	22.492	1915.06845797	91.4990446429
HOT238	12	VS58	100	21.89	36249.5100973	97.7080731132
HOT238	12	VS59	8	21.604	68.3953020703	83.11375
HOT233	8	VS44	65	23.999	11183.3727689	87.2141056701
HOT232	7	VS47	93	23.51	7345.41294206	100.0
HOT229	5	VG1	107	164.235	147578.392435	94.5788179484
HOT225	2	VS9	59	40.844	3445.01537281	83.4973166667
HOT232	7	VS23	106	30.926	15666.8602066	89.9727064868
HOT232	7	VS22	84	31.824	1157.15409361	96.5127304348
HOT232	7	VS21	94	32.028	12205.4601352	96.4566042869
HOT232	7	VS20	56	32.169	1177.27851263	92.7282905983
HOT232	7	VS27	16	29.202	10.0622095097	66.667
HOT232	7	VS26	55	29.251	1056.53199852	96.4110571429
HOT232	7	VS25	105	29.927	20476.5963522	98.5611759214
HOT232	7	VS24	83	30.339	1237.65176969	94.1722926829
HOT232	7	VS29	82	28.0	865.350017832	89.7266511628
HOT232	7	VS28	15	28.336	462.861637445	97.4101521739
HOT236	10	VS37	81	25.828	1675.89894568	86.7115111111
HOT231	6	VS26	55	29.251	1212.37515324	94.5945061728
HOT231	6	VS21	94	32.028	9803.77438728	95.0797129771
HOT231	6	VS23	106	30.926	22586.100077	91.418241882
HOT224	1	VS70	38	20.074	1026.65971054	94.3543088235
HOT238	12	VS78	35	18.738	170.988255176	87.1509
HOT238	12	VS79	86	18.396	2616.12030419	92.6129542484
HOT238	12	VS76	67	19.088	666.854195186	93.8853333333
HOT238	12	VS77	36	18.956	803.644799326	86.7004893617
HOT238	12	VS74	88	19.487	1436.30134348	96.9194404762
HOT238	12	VS75	87	19.149	2530.6261766	93.8108986486
HOT238	12	VS72	5	19.667	393.272986904	95.8993043478
HOT238	12	VS73	77	19.655	854.941275879	93.06796
HOT238	12	VS70	38	20.074	598.458893115	80.2346571429
HOT238	12	VS71	37	19.786	307.778859316	84.5090555556
HOT231	6	VS189	76	18.494	598.703779376	90.22065
HOT227	4	VS21	94	32.028	12646.7620869	94.6692242744
HOT227	4	VS20	56	32.169	2035.49468944	94.7537868852
HOT227	4	VS23	106	30.926	35370.8913248	92.0665264151
HOT227	4	VS22	84	31.824	1801.91333164	95.4085925926
HOT227	4	VS25	105	29.927	80218.5120234	98.6316963394
HOT227	4	VS24	83	30.339	4271.20197129	93.0378515625
HOT227	4	VS26	55	29.251	1368.11938143	96.3128780488
HOT227	4	VS29	82	28.0	734.112838816	97.4070454545
HOT227	4	VS28	15	28.336	533.900246412	86.2231875
HOT238	12	VS108	20	15.11	1025.92953105	90.0578666667
HOT238	12	VS105	23	15.809	649.755369668	93.1313684211
HOT238	12	VS104	24	15.868	1504.69664555	97.3475340909
HOT238	12	VS107	21	15.344	51.2964765527	85.1373333333
HOT238	12	VS106	22	15.427	906.237752432	88.8749245283
HOT238	12	VS101	25	16.015	2342.53909591	88.2629708029
HOT238	12	VS100	26	16.054	170.988255176	84.2623
HOT238	12	VS103	1	15.9	6172.67601185	95.5835761773
HOT238	12	VS102	71	15.97	85.4941275879	81.4242
HOT234	9	VS37	81	25.828	3683.47016644	98.7076181818
HOT234	9	VS30	104	27.949	31637.6601204	97.3967984759
HOT234	9	VS54	47	22.665	1593.93799929	88.1626722689
HOT234	9	VS55	46	22.624	160.733243626	73.5608333333
HOT234	9	VS56	45	22.492	6389.14643415	93.9736373166
HOT234	9	VS57	44	22.358	1017.97720963	92.7801842105
HOT234	9	VS50	91	23.177	12242.5153895	98.1442221007
HOT234	9	VS51	9	22.88	1540.36025142	91.0423130435
HOT234	9	VS52	49	22.818	4460.34751063	95.6390690691
HOT234	9	VS59	8	21.604	361.649798159	91.9657037037
HOT237	11	VG1	107	164.235	47852.1898922	93.7833033627
HOT236	10	VS2	64	68.964	37.2421987928	70.588
HOT236	10	VS3	63	57.845	70983.6308991	100.0
HOT236	10	VS4	62	54.391	65546.2698754	100.0
HOT236	10	VS5	61	51.494	23760.5228298	100.0
HOT236	10	VS7	70	43.665	34281.4439888	100.0
HOT236	10	VS8	60	41.205	5120.80233401	90.8745563636
HOT236	10	VS9	59	40.844	1340.71915654	87.0759861111
HOT238	12	VS51	9	22.88	615.557718633	94.7793888889
HOT238	12	VS57	44	22.358	461.668288975	89.7406666667
HOT238	12	VS95	85	16.245	13114.799172	96.5541355932
HOT238	12	VS96	2	16.237	683.953020703	98.9973
HOT238	12	VS97	28	16.161	35616.8535531	100.0
HOT238	12	VS90	97	16.9	341.976510352	98.52815
HOT238	12	VS91	30	16.88	68.3953020703	75.73075
HOT238	12	VS93	73	16.542	4548.28758768	100.0
HOT238	12	VS98	27	16.154	222.284731729	76.422
HOT238	12	VS99	72	16.095	1504.69664555	85.4045
HOT226	3	VG1	107	164.235	122916.776357	95.592072211
HOT234	9	VS106	22	15.427	1848.4323017	92.7282536232
HOT237	11	VS48	50	23.468	125.536391322	82.9743636364
HOT237	11	VS49	92	23.37	2179.76824932	95.268565445
HOT237	11	VS44	65	23.999	10476.5824758	83.5494422658
HOT237	11	VS47	93	23.51	3800.3289373	100.0
HOT237	11	VS40	53	24.419	114.123992111	77.5556
HOT237	11	VS41	79	24.277	490.733166078	94.8327209302
HOT237	11	VS42	52	24.121	342.371976333	91.1981666667
HOT226	3	VS104	24	15.868	2857.89061951	95.6760384615
HOT234	9	VS88	31	17.085	17091.3015723	92.4945995298
HOT234	9	VS72	5	19.667	1473.38806657	94.9030090909
HOT234	9	VS73	77	19.655	1299.26038598	93.4205360825
HOT234	9	VS70	38	20.074	589.35522663	84.9010454545
HOT234	9	VS76	67	19.088	1406.41588173	94.1925047619
HOT234	9	VS77	36	18.956	1098.34383145	92.915304878
HOT234	9	VS74	88	19.487	3469.15917493	96.9343011583
HOT234	9	VS75	87	19.149	4527.31969547	96.2102899408
HOT234	9	VS78	35	18.738	308.072050284	81.4224782609
HOT234	9	VS79	86	18.396	5183.64710695	92.6099922481
HOT226	3	VS48	50	23.468	5028.78830164	98.8696885246
HOT226	3	VS44	65	23.999	10799.5289757	98.0846183206
HOT237	11	VS100	26	16.054	34.2371976333	76.716
HOT237	11	VS101	25	16.015	502.145565289	89.0044090909
HOT237	11	VS103	1	15.9	3515.01895702	94.673461039
HOT237	11	VS104	24	15.868	764.630747144	94.3867761194
HOT237	11	VS105	23	15.809	251.072782644	95.5260909091
HOT237	11	VS106	22	15.427	319.547177911	88.5527142857
HOT237	11	VS107	21	15.344	22.8247984222	85.0
HOT237	11	VS108	20	15.11	205.4231858	84.7806666667
HOT229	5	VS37	81	25.828	2108.49807251	83.22475
HOT233	8	VS54	47	22.665	662.93189094	89.4157608696
HOT233	8	VS59	8	21.604	86.4693770791	95.8766666667
HOT236	10	VS98	27	16.154	391.043087325	74.9332857143
HOT236	10	VS99	72	16.095	3128.3446986	85.1356428571
HOT236	10	VS92	74	16.745	484.148584307	95.0210384615
HOT236	10	VS93	73	16.542	7560.16635494	99.774226601
HOT236	10	VS90	97	16.9	297.937590343	93.777125
HOT236	10	VS91	30	16.88	130.347695775	79.476
HOT236	10	VS96	2	16.237	1340.71915654	99.2352222222
HOT236	10	VS97	28	16.161	34728.3503743	100.0
HOT236	10	VS94	29	16.502	2364.87962334	100.0
HOT236	10	VS95	85	16.245	14580.3208274	96.4588556833
HOT237	11	VS68	40	20.46	57.0619960556	89.962
HOT237	11	VS69	39	20.158	262.485181856	95.4780434783
HOT237	11	VS62	43	21.29	34.2371976333	84.9736666667
HOT237	11	VS63	7	21.131	148.361189744	88.5073076923
HOT237	11	VS60	102	26.94	80731.3120194	93.9677777778
HOT237	11	VS61	90	21.296	2579.20222171	100.0
HOT237	11	VS66	42	20.808	376.609173967	85.7970909091
HOT237	11	VS67	41	20.689	1186.88951796	92.7835961538
HOT237	11	VS64	6	21.063	68.4743952667	79.9276666667
HOT237	11	VS65	89	20.961	5306.76563317	97.1270215054
HOT231	6	VS9	59	40.844	703.476940767	84.6874893617
HOT231	6	VS8	60	41.205	2514.55587338	88.8951428571
HOT231	6	VS3	63	57.845	9040.42706858	99.4444453642
HOT231	6	VS2	64	68.964	29.9351889688	67.568
HOT231	6	VS5	61	51.494	3592.22267626	100.0
HOT231	6	VS4	62	54.391	25729.2949187	100.0
HOT231	6	VS7	70	43.665	7079.67219112	98.3276934461
HOT234	9	VS19	17	33.814	2558.33746105	100.0
HOT234	9	VS10	96	39.744	103498.814458	95.5083756956
HOT234	9	VS11	58	39.219	5505.1135942	92.9247761557
HOT234	9	VS13	57	35.89	20024.6832684	97.685341806
HOT234	9	VS14	69	35.649	11505.8213563	99.8026228172
HOT234	9	VS15	19	34.769	2491.36527621	98.6675967742
HOT234	9	VS16	68	34.431	20774.7717387	92.5961766602
HOT225	2	VS189	76	18.494	1779.92460928	94.9395645161
HOT229	5	VS104	24	15.868	3393.36408545	95.0037815534
HOT226	3	VS79	86	18.396	6622.61191637	93.0424813278
HOT226	3	VS78	35	18.738	686.992937383	95.03856
HOT226	3	VS77	36	18.956	1401.46559226	89.6879411765
HOT226	3	VS76	67	19.088	1538.86417974	94.2497857143
HOT226	3	VS75	87	19.149	6237.89587144	95.7986828194
HOT226	3	VS74	88	19.487	5056.26801914	98.6712282609
HOT226	3	VS73	77	19.655	2445.69485708	94.2811235955
HOT226	3	VS72	5	19.667	632.033502392	91.1725652174
HOT226	3	VS70	38	20.074	13052.8658103	100.0
HOT231	6	VS28	15	28.336	1257.27793669	100.0
HOT231	6	VS29	82	28.0	1197.40755875	91.7305
HOT231	6	VS24	83	30.339	1766.17614916	95.8499830508
HOT231	6	VS25	105	29.927	34889.4627431	98.4790699271
HOT231	6	VS27	16	29.202	29.9351889688	76.316
HOT231	6	VS20	56	32.169	1706.30577122	93.9526929825
HOT231	6	VS22	84	31.824	2200.23638921	96.9668707483
HOT224	1	VS189	76	18.494	2279.78847488	93.825807947
HOT234	9	VS34	13	26.379	1098.34383145	85.8457560976
HOT234	9	VS35	12	26.017	549.171915723	90.2999756098
HOT234	9	VS32	14	26.81	1272.47151204	90.1135157895
HOT234	9	VS33	101	26.389	38803.6838988	93.5446983086
HOT234	9	VS31	103	27.846	187629.27306	95.3792995431
HOT234	9	VS38	54	25.81	49479.050163	100.0
HOT234	9	VS39	80	25.02	2759.25401559	94.569868932
HOT226	3	VS102	71	15.97	1181.6278523	100.0
HOT226	3	VS103	1	15.9	19345.7211167	95.3288721591
HOT226	3	VS100	26	16.054	2528.13400957	87.1471195652
HOT226	3	VS101	25	16.015	9782.77942833	90.86275
HOT226	3	VS106	22	15.427	1758.7019197	88.40065625
HOT226	3	VS107	21	15.344	8024.07750863	100.0
HOT226	3	VS105	23	15.809	2940.329772	95.8209906542
HOT226	3	VS108	20	15.11	4946.34914916	94.8593055556
HOT231	6	VS108	20	15.11	598.703779376	89.851125
HOT231	6	VS106	22	15.427	838.185291126	92.9641785714
HOT231	6	VS107	21	15.344	29.9351889688	80.488
HOT231	6	VS104	24	15.868	1436.8890705	98.8896041667
HOT231	6	VS105	23	15.809	1257.27793669	92.9121785714
HOT231	6	VS102	71	15.97	59.8703779376	81.06075
HOT231	6	VS103	1	15.9	11974.0755875	95.4171175
HOT231	6	VS100	26	16.054	643.606562829	88.3800930233
HOT231	6	VS101	25	16.015	1646.43539328	87.5691727273
HOT226	3	VS55	46	22.624	82.4391524859	71.9893333333
HOT226	3	VS54	47	22.665	1896.10050718	99.0766956522
HOT226	3	VS57	44	22.358	1346.50615727	98.7725306122
HOT226	3	VS56	45	22.492	11459.0421955	96.7584052758
HOT226	3	VS51	9	22.88	796.911807364	96.1556551724
HOT226	3	VS50	91	23.177	16048.1550173	100.0
HOT226	3	VS53	48	22.706	1511.38446224	88.5642181818
HOT226	3	VS52	49	22.818	7007.32796131	95.6273490196
HOT226	3	VS58	100	21.89	27424.7580603	98.4378927856
HOT238	12	VS189	76	18.494	598.458893115	87.6361714286
HOT237	11	VS28	15	28.336	308.1347787	91.9227407407
HOT237	11	VS29	82	28.0	490.733166078	88.6593953488
HOT237	11	VS26	55	29.251	855.929940833	97.2581866667
HOT237	11	VS24	83	30.339	422.258770811	93.3128108108
HOT237	11	VS25	105	29.927	25369.7634463	97.534782726
HOT237	11	VS22	84	31.824	479.320766867	93.2877619048
HOT237	11	VS23	106	30.926	12679.1755235	89.5114212421
HOT237	11	VS20	56	32.169	433.671170022	93.7350789474
HOT237	11	VS21	94	32.028	4633.43407971	92.69
HOT232	7	VS81	99	17.724	6550.4983908	90.1673932412
HOT232	7	VS80	75	18.052	251.555237742	94.84372
HOT232	7	VS82	4	17.697	40.2488380387	97.21375
HOT232	7	VS85	3	17.456	2153.31283507	100.0
HOT232	7	VS84	33	17.492	321.990704309	84.69971875
HOT232	7	VS87	32	17.269	30.186628529	83.8316666667
HOT232	7	VS86	98	17.364	7677.46585588	89.0369397117
HOT232	7	VS89	66	16.912	3290.34250966	93.5779449541
HOT232	7	VS88	31	17.085	815.038970283	92.0800493827
HOT236	10	VS34	13	26.379	893.812771028	78.2336458333
HOT236	10	VS35	12	26.017	1471.06685232	93.6478987342
HOT236	10	VS30	104	27.949	21842.549592	94.7030358056
HOT236	10	VS31	103	27.846	137367.850247	95.2778624102
HOT236	10	VS33	101	26.389	28192.3444862	89.1864022457
HOT236	10	VS38	54	25.81	19328.7011735	100.0
HOT236	10	VS39	80	25.02	1620.03564749	92.4586666667
HOT226	3	VS33	101	26.389	38169.327601	91.7625205184
HOT226	3	VS31	103	27.846	200189.741953	94.6654882636
HOT226	3	VS37	81	25.828	2253.33683462	89.9316585366
HOT226	3	VS35	12	26.017	357.236327439	95.9441538462
HOT226	3	VS38	54	25.81	38086.8884485	100.0
HOT231	6	VS60	102	26.94	93397.7895827	95.8999793269
HOT231	6	VS61	90	21.296	7603.53799807	100.0
HOT231	6	VS62	43	21.29	598.703779376	98.317475
HOT231	6	VS63	7	21.131	179.611133813	91.5709166667
HOT231	6	VS64	6	21.063	104.773161391	97.5947142857
HOT231	6	VS65	89	20.961	10252.8022218	97.0672145985
HOT231	6	VS66	42	20.808	793.282507673	88.6895283019
HOT231	6	VS67	41	20.689	2095.46322782	91.7697714286
HOT231	6	VS68	40	20.46	164.643539328	88.0258181818
HOT231	6	VS69	39	20.158	463.995429016	97.8644516129
HOT233	8	VG1	107	164.235	164176.523947	100.0
HOT229	5	VS89	66	16.912	8417.51964885	88.8174735812
HOT229	5	VS88	31	17.085	5551.28008153	89.9863442136
HOT229	5	VS81	99	17.724	20788.4731837	94.0592179081
HOT229	5	VS80	75	18.052	1828.46317226	95.7088018018
HOT229	5	VS82	4	17.697	329.45282383	98.11545
HOT229	5	VS85	3	17.456	6704.36496494	100.0
HOT229	5	VS84	33	17.492	1564.90091319	96.0284631579
HOT229	5	VS87	32	17.269	131.781129532	78.543125
HOT229	5	VS86	98	17.364	29700.1720683	92.8390776484
HOT236	10	VS13	57	35.89	37260.8198922	96.5029615192
HOT236	10	VS10	96	39.744	74298.1865917	93.8329984962
HOT236	10	VS11	58	39.219	3370.41899075	92.2100165746
HOT236	10	VS16	68	34.431	7653.27185193	88.7662798054
HOT236	10	VS17	95	34.077	968.297168613	82.1719423077
HOT236	10	VS14	69	35.649	8267.76813201	92.534472973
HOT236	10	VS15	19	34.769	14896.8795171	100.0
HOT236	10	VS18	18	34.068	3389.04009015	75.2653846154
HOT236	10	VS19	17	33.814	353.800888532	100.0
HOT226	3	VS19	17	33.814	357.236327439	100.0
HOT226	3	VS18	18	34.068	1896.10050718	74.9571304348
HOT226	3	VS11	58	39.219	10717.0898232	94.4145846154
HOT226	3	VS10	96	39.744	117668.150315	94.2211758524
HOT226	3	VS13	57	35.89	45753.7296297	96.6126570571
HOT226	3	VS15	19	34.769	3462.44440441	100.0
HOT226	3	VS14	69	35.649	15031.4054699	99.1166764168
HOT226	3	VS17	95	34.077	1236.58728729	83.2010444444
HOT226	3	VS16	68	34.431	15141.3243399	89.362814882
HOT231	6	VS48	50	23.468	733.412129736	97.1683877551
HOT231	6	VS49	92	23.37	2978.5513024	98.6197738693
HOT231	6	VS46	10	23.707	179.611133813	85.0621666667
HOT231	6	VS44	65	23.999	7453.86205323	88.741248996
HOT231	6	VS45	51	23.869	9384.68174172	100.0
HOT231	6	VS42	52	24.121	2035.59284988	92.7911544118
HOT231	6	VS43	78	24.068	2739.06979065	96.1458032787
HOT231	6	VS40	53	24.419	254.449106235	76.2037058824
HOT231	6	VS41	79	24.277	1646.43539328	91.8396272727
HOT229	5	VS67	41	20.689	4974.73763983	93.5218311258
HOT229	5	VS66	42	20.808	5271.24518128	87.804640625
HOT229	5	VS65	89	20.961	39649.6473479	96.2395824678
HOT229	5	VS64	6	21.063	527.124518128	88.80190625
HOT229	5	VS63	7	21.131	263.562259064	92.6234375
HOT229	5	VS62	43	21.29	1218.97544817	95.4310810811
HOT229	5	VS61	90	21.296	12881.6054118	100.0
HOT229	5	VS69	39	20.158	1202.50280698	99.5420684932
HOT233	8	VS28	15	28.336	1224.98284195	100.0
HOT233	8	VS29	82	28.0	850.282207944	93.7343050847
HOT233	8	VS22	84	31.824	1196.15971626	96.9281686747
HOT233	8	VS23	106	30.926	28390.7788076	96.4993279188
HOT233	8	VS20	56	32.169	1253.80596765	93.0431149425
HOT233	8	VS21	94	32.028	8805.46489922	94.9151145663
HOT233	8	VS26	55	29.251	2003.20723567	97.6823165468
HOT233	8	VS27	16	29.202	28.823125693	72.973
HOT233	8	VS24	83	30.339	1426.7447218	94.5692828283
HOT233	8	VS25	105	29.927	83039.4251216	99.5255890316
HOT224	1	VS59	8	21.604	181.175243037	92.5270833333
HOT224	1	VS57	44	22.358	2642.13896096	97.6279028571
HOT224	1	VS56	45	22.492	14222.2565784	95.6088131635
HOT224	1	VS55	46	22.624	90.5876215186	68.3763333333
HOT224	1	VS53	48	22.706	3698.99454534	84.5089346939
HOT224	1	VS52	49	22.818	7156.42209997	96.1397362869
HOT224	1	VS51	9	22.88	1132.34526898	92.5248533333
HOT224	1	VS50	91	23.177	22118.4775875	99.3024375427
HOT225	2	VS85	3	17.456	23339.9791508	100.0
HOT225	2	VS84	33	17.492	1435.423072	92.75756
HOT225	2	VS87	32	17.269	574.169228801	83.38865
HOT225	2	VS86	98	17.364	27531.414521	89.5570312826
HOT225	2	VS81	99	17.724	19148.5437805	94.2922563718
HOT225	2	VS82	4	17.697	5167.52305921	100.0
HOT225	2	VS89	66	16.912	15100.6507175	92.6879486692
HOT225	2	VS88	31	17.085	8296.74535618	89.7387889273
HOT236	10	VS78	35	18.738	130.347695775	73.7465714286
HOT236	10	VS79	86	18.396	3966.29417144	90.3299671362
HOT236	10	VS70	38	20.074	614.496280082	80.3886060606
HOT236	10	VS71	37	19.786	558.632981892	79.3588333333
HOT236	10	VS72	5	19.667	186.210993964	90.8947
HOT236	10	VS73	77	19.655	1024.1604668	94.7930181818
HOT236	10	VS74	88	19.487	2309.01632516	92.9389193548
HOT236	10	VS75	87	19.149	2346.25852395	91.2742698413
HOT236	10	VS76	67	19.088	1098.64486439	92.3262033898
HOT236	10	VS77	36	18.956	726.22287646	88.4473333333
HOT237	11	VS88	31	17.085	102.7115929	91.653
HOT237	11	VS89	66	16.912	2088.46905563	87.271
HOT237	11	VS81	99	17.724	6059.9839811	93.3882278719
HOT237	11	VS82	4	17.697	125.536391322	93.683
HOT237	11	VS84	33	17.492	79.8867944778	95.7801428571
HOT237	11	VS85	3	17.456	1415.13750218	98.4701209677
HOT237	11	VS86	98	17.364	10442.3452782	94.6167081967
HOT237	11	VS87	32	17.269	45.6495968444	75.9905
HOT234	9	VS7	70	43.665	87492.4622806	100.0
HOT234	9	VS4	62	54.391	83085.6925178	100.0
HOT234	9	VS5	61	51.494	31624.2656835	100.0
HOT234	9	VS2	64	68.964	120.54993272	74.5052222222
HOT234	9	VS3	63	57.845	77446.634554	100.0
HOT234	9	VS8	60	41.205	6040.89107296	94.4245321508
HOT234	9	VS9	59	40.844	2464.57640227	86.8081576087
HOT224	1	VS100	26	16.054	2959.19563627	84.3976122449
HOT224	1	VS101	25	16.015	9617.38581789	91.0207927786
HOT224	1	VS103	1	15.9	19853.7870495	94.7819505703
HOT224	1	VS105	23	15.809	3487.62342847	94.7542554113
HOT224	1	VS106	22	15.427	3502.72136538	90.7166767241
HOT224	1	VS107	21	15.344	1313.52051202	100.0
HOT224	1	VS108	20	15.11	3321.54612235	90.9459272727
HOT226	3	VS189	76	18.494	1044.22926482	92.8806842105
HOT229	5	VS13	57	35.89	59894.5233723	93.286470297
HOT229	5	VS49	92	23.37	6078.40459966	98.2694823848
HOT229	5	VS48	50	23.468	1037.77639506	92.6994603175
HOT229	5	VS45	51	23.869	25664.3749764	100.0
HOT229	5	VS44	65	23.999	12041.500711	88.7314774282
HOT229	5	VS47	93	23.51	27328.1117367	100.0
HOT229	5	VS46	10	23.707	280.034900255	75.8295882353
HOT229	5	VS41	79	24.277	5551.28008153	92.0626231454
HOT229	5	VS40	53	24.419	675.378288851	79.2490731707
HOT229	5	VS43	78	24.068	5485.38951677	93.116036036
HOT229	5	VS42	52	24.121	4497.03104528	88.3570989011
HOT233	8	VS40	53	24.419	288.23125693	71.03255
HOT233	8	VS41	79	24.277	1527.62566173	93.1683018868
HOT233	8	VS42	52	24.121	1599.68347596	89.476045045
HOT233	8	VS43	78	24.068	907.92845933	96.0935873016
HOT233	8	VS45	51	23.869	2464.37724675	100.0
HOT233	8	VS46	10	23.707	129.704065619	100.0
HOT233	8	VS47	93	23.51	2176.14598982	99.7291655629
HOT233	8	VS48	50	23.468	807.047519405	91.7198928571
HOT233	8	VS49	92	23.37	2911.135695	98.3760544554
HOT224	1	VS75	87	19.149	9224.83945798	98.432188216
HOT224	1	VS74	88	19.487	6688.38605545	97.625214447
